date,family,forecast,lower_ci,upper_ci
2017-11-11,GROCERY I,231528.05257117058,127340.42891414383,335715.67622819735
2017-11-12,GROCERY I,231528.05257121506,127340.4289141683,335715.67622826184
2017-11-13,GROCERY I,231528.05257140208,127340.42891427115,335715.676228533
2017-08-16,BEVERAGES,175549.57142857142,96552.2642857143,254546.87857142856
2017-08-17,BEVERAGES,178769.51020408163,98323.23061224491,259215.78979591836
2017-08-18,BEVERAGES,181958.15451895044,100076.98498542275,263839.3240524781
2017-08-19,BEVERAGES,180936.3194502291,99514.97569762601,262357.66320283216
2017-08-20,BEVERAGES,180738.93651454753,99406.41508300115,262071.4579460939
2017-08-21,BEVERAGES,177651.07030234003,97708.08866628702,257594.05193839304
2017-08-22,BEVERAGES,178053.79463124572,97929.58704718515,258178.00221530627
2017-08-23,BEVERAGES,179093.90814999514,98501.64948249733,259686.16681749295
2017-08-24,BEVERAGES,179600.24196734137,98780.13308203776,260420.35085264497
2017-08-25,BEVERAGES,179718.91793352136,98845.40486343675,260592.43100360595
2017-08-26,BEVERAGES,179399.02699274576,98669.46484601017,260128.58913948134
2017-08-27,BEVERAGES,179179.41378453383,98548.67758149361,259810.14998757403
2017-08-28,BEVERAGES,178956.62482310328,98426.14365270681,259487.10599349975
2017-08-29,BEVERAGES,179143.13261178375,98528.72293648106,259757.54228708643
2017-08-30,BEVERAGES,179298.7523232892,98614.31377780906,259983.19086876934
2017-08-31,BEVERAGES,179328.01577661693,98630.40867713932,260025.62287609454
2017-09-01,BEVERAGES,179289.12632079917,98609.01947643956,259969.2331651588
2017-09-02,BEVERAGES,179227.7275189817,98575.25013543994,259880.20490252346
2017-09-03,BEVERAGES,179203.25616558685,98561.79089107277,259844.72144010093
2017-09-04,BEVERAGES,179206.66222002296,98563.66422101263,259849.66021903328
2017-09-05,BEVERAGES,179242.38184815433,98583.31001648489,259901.45367982375
2017-09-06,BEVERAGES,179256.56031049302,98591.10817077117,259922.01245021488
2017-09-07,BEVERAGES,179250.53288009358,98587.79308405147,259913.27267613568
2017-09-08,BEVERAGES,179239.46389487598,98581.7051421818,259897.22264757016
2017-09-09,BEVERAGES,179232.36926260122,98577.80309443068,259886.93543077176
2017-09-10,BEVERAGES,179233.03236883256,98578.16780285792,259887.8969348072
2017-09-11,BEVERAGES,179237.28611215338,98580.50736168437,259894.06486262238
2017-09-12,BEVERAGES,179241.6609538863,98582.91352463748,259900.40838313513
2017-09-13,BEVERAGES,179241.55796899088,98582.856882945,259900.25905503676
2017-09-14,BEVERAGES,179239.41477734773,98581.67812754126,259897.1514271542
2017-09-15,BEVERAGES,179237.82647695547,98580.80456232552,259894.84839158543
2017-09-16,BEVERAGES,179237.59256010968,98580.67590806034,259894.50921215903
2017-09-17,BEVERAGES,179238.338745468,98581.0863100074,259895.5911809286
2017-09-18,BEVERAGES,179239.09679927307,98581.50323960019,259896.69035894595
2017-09-19,BEVERAGES,179239.35546886158,98581.64550787388,259897.0654298493
2017-09-20,BEVERAGES,179239.02611385804,98581.46436262193,259896.58786509416
2017-09-21,BEVERAGES,179238.66442026763,98581.2654311472,259896.06340938804
2017-09-22,BEVERAGES,179238.55722639902,98581.20647451947,259895.90797827856
2017-09-23,BEVERAGES,179238.66161917668,98581.26389054718,259896.05934780618
2017-09-24,BEVERAGES,179238.81434190055,98581.3478880453,259896.2807957558
2017-09-25,BEVERAGES,179238.88228424807,98581.38525633645,259896.3793121597
2017-09-26,BEVERAGES,179238.8516392445,98581.36840158448,259896.33487690453
2017-09-27,BEVERAGES,179238.77966358492,98581.32881497171,259896.23051219812
2017-09-28,BEVERAGES,179238.74445640304,98581.30945102168,259896.1794617844
2017-09-29,BEVERAGES,179238.75589013664,98581.31573957516,259896.19604069812
2017-09-30,BEVERAGES,179238.78427067059,98581.33134886883,259896.23719247233
2017-10-01,BEVERAGES,179238.80179231262,98581.34098577195,259896.2625988533
2017-10-02,BEVERAGES,179238.79999951433,98581.3399997329,259896.25999929578
2017-10-03,BEVERAGES,179238.7882445524,98581.33353450382,259896.24295460095
2017-10-04,BEVERAGES,179238.7791881678,98581.32855349229,259896.2298228433
2017-10-05,BEVERAGES,179238.77912025107,98581.32851613809,259896.22972436404
2017-10-06,BEVERAGES,179238.78407222935,98581.33123972615,259896.23690473253
2017-10-07,BEVERAGES,179238.7880982426,98581.33345403343,259896.24274245175
2017-10-08,BEVERAGES,179238.78864503858,98581.33375477123,259896.24353530593
2017-10-09,BEVERAGES,179238.7867668566,98581.33272177113,259896.24081194206
2017-10-10,BEVERAGES,179238.78487647694,98581.33168206233,259896.23807089156
2017-10-11,BEVERAGES,179238.7843953233,98581.33141742783,259896.23737321878
2017-10-12,BEVERAGES,179238.78513920264,98581.33182656145,259896.23845184382
2017-10-13,BEVERAGES,179238.78599905287,98581.33229947908,259896.23969862665
2017-10-14,BEVERAGES,179238.78627431337,98581.33245087236,259896.24009775437
2017-10-15,BEVERAGES,179238.78601375205,98581.33230756363,259896.23971994047
2017-10-16,BEVERAGES,179238.78563785396,98581.33210081968,259896.23917488824
2017-10-17,BEVERAGES,179238.78547656786,98581.33201211234,259896.2389410234
2017-10-18,BEVERAGES,179238.78556229518,98581.33205926235,259896.239065328
2017-10-19,BEVERAGES,179238.78572900544,98581.33215095299,259896.23930705787
2017-10-20,BEVERAGES,179238.78581326298,98581.33219729464,259896.2394292313
2017-10-21,BEVERAGES,179238.78578672156,98581.33218269687,259896.23939074625
2017-10-22,BEVERAGES,179238.7857170656,98581.33214438608,259896.2392897451
2017-10-23,BEVERAGES,179238.78567468183,98581.33212107501,259896.23922828864
2017-10-24,BEVERAGES,179238.78567994296,98581.33212396863,259896.23923591728
2017-10-25,BEVERAGES,179238.7857089965,98581.33213994808,259896.2392780449
2017-10-26,BEVERAGES,179238.78572995382,98581.3321514746,259896.23930843303
2017-10-27,BEVERAGES,179238.7857300893,98581.33215154913,259896.23930862948
2017-10-28,BEVERAGES,179238.78571820733,98581.33214501404,259896.23929140062
2017-10-29,BEVERAGES,179238.78570841957,98581.33213963077,259896.23927720837
2017-10-30,BEVERAGES,179238.78570718443,98581.33213895145,259896.2392754174
2017-10-31,BEVERAGES,179238.7857118277,98581.33214150523,259896.23928215014
2017-11-01,BEVERAGES,179238.78571638264,98581.33214401046,259896.23928875482
2017-11-02,BEVERAGES,179238.7857174378,98581.3321445908,259896.2392902848
2017-11-03,BEVERAGES,179238.78571564984,98581.33214360742,259896.23928769227
2017-11-04,BEVERAGES,179238.78571358704,98581.33214247288,259896.2392847012
2017-11-05,BEVERAGES,179238.78571292697,98581.33214210984,259896.2392837441
2017-11-06,BEVERAGES,179238.7857135709,98581.332142464,259896.23928467778
2017-11-07,BEVERAGES,179238.7857144833,98581.33214296582,259896.23928600078
2017-11-08,BEVERAGES,179238.78571486266,98581.33214317447,259896.23928655084
2017-11-09,BEVERAGES,179238.7857146455,98581.33214305503,259896.23928623594
2017-11-10,BEVERAGES,179238.7857142466,98581.33214283563,259896.23928565756
2017-11-11,BEVERAGES,179238.78571404613,98581.33214272538,259896.23928536687
2017-11-12,BEVERAGES,179238.78571411173,98581.33214276146,259896.23928546198
2017-11-13,BEVERAGES,179238.785714281,98581.33214285456,259896.23928570744
2017-08-16,PRODUCE,118688.18342857144,65278.5008857143,172097.86597142857
2017-08-17,PRODUCE,115099.90720408164,63304.948962244904,166894.86544591837
2017-08-18,PRODUCE,118657.85051895045,65261.817785422754,172053.88325247815
2017-08-19,PRODUCE,118646.38016451479,65255.50909048314,172037.25123854645
2017-08-20,PRODUCE,119626.09861658832,65794.35423912358,173457.84299405306
2017-08-21,PRODUCE,118726.42670467237,65299.53468756981,172153.31872177494
2017-08-22,PRODUCE,119221.97394819699,65572.08567150835,172871.86222488564
2017-08-23,PRODUCE,118380.974369368,65109.535903152406,171652.41283558361
2017-08-24,PRODUCE,118337.08736091037,65085.39804850071,171588.77667332004
2017-08-25,PRODUCE,118799.54166902877,65339.747917965826,172259.3354200917
2017-08-26,PRODUCE,118819.78326189709,65350.880794043405,172288.68572975078
2017-08-27,PRODUCE,118844.55513295169,65364.505323123434,172324.60494277993
2017-08-28,PRODUCE,118732.90606386075,65303.09833512342,172162.71379259808
2017-08-29,PRODUCE,118733.83168660196,65303.60742763108,172164.05594557282
2017-08-30,PRODUCE,118664.09707780265,65265.25339279146,172062.94076281384
2017-08-31,PRODUCE,118704.54317900761,65287.49874845419,172121.58760956104
2017-09-01,PRODUCE,118757.03686730722,65316.37027701898,172197.70345759546
2017-09-02,PRODUCE,118750.96475277557,65313.03061402657,172188.8988915246
2017-09-03,PRODUCE,118741.13353718679,65307.62344545274,172174.64362892084
2017-09-04,PRODUCE,118726.35902350608,65299.49746292835,172153.2205840838
2017-09-05,PRODUCE,118725.42373202683,65298.98305261476,172151.8644114389
2017-09-06,PRODUCE,118724.22259565897,65298.32242761244,172150.1227637055
2017-09-07,PRODUCE,118732.81195535274,65303.04657544401,172162.57733526145
2017-09-08,PRODUCE,118736.85035197347,65305.26769358541,172168.4330103615
2017-09-09,PRODUCE,118733.96656406864,65303.681610237756,172164.25151789954
2017-09-10,PRODUCE,118731.53825139622,65302.346038267926,172160.73046452453
2017-09-11,PRODUCE,118730.16749628329,65301.592122955815,172158.74286961075
2017-09-12,PRODUCE,118730.7115638229,65301.8913601026,172159.5317675432
2017-09-13,PRODUCE,118731.46696836517,65302.30683260085,172160.6271041295
2017-09-14,PRODUCE,118732.50187875178,65302.876033313485,172162.12772419007
2017-09-15,PRODUCE,118732.45758209449,65302.85167015198,172162.063494037
2017-09-16,PRODUCE,118731.83004354035,65302.506523947195,172161.1535631335
2017-09-17,PRODUCE,118731.52482632201,65302.33865447711,172160.7109981669
2017-09-18,PRODUCE,118731.52290845428,65302.33759964986,172160.7082172587
2017-09-19,PRODUCE,118731.71653876442,65302.44409632044,172160.98898120841
2017-09-20,PRODUCE,118731.86010661323,65302.52305863728,172161.19715458917
2017-09-21,PRODUCE,118731.91626922008,65302.55394807105,172161.2785903691
2017-09-22,PRODUCE,118731.83261071556,65302.50793589356,172161.15728553754
2017-09-23,PRODUCE,118731.74332908998,65302.458830999494,172161.02782718046
2017-09-24,PRODUCE,118731.73094131135,65302.45201772125,172161.00986490145
2017-09-25,PRODUCE,118731.76038630983,65302.46821247041,172161.05256014926
2017-09-26,PRODUCE,118731.79431171776,65302.48687144477,172161.10175199076
2017-09-27,PRODUCE,118731.80542213967,65302.492982176824,172161.11786210252
2017-09-28,PRODUCE,118731.79761007204,65302.488685539625,172161.10653460445
2017-09-29,PRODUCE,118731.78065876519,65302.47936232086,172161.08195520952
2017-09-30,PRODUCE,118731.77323705799,65302.4752803819,172161.07119373407
2017-10-01,PRODUCE,118731.77750962484,65302.477630293666,172161.077388956
2017-10-02,PRODUCE,118731.78416224105,65302.48128923258,172161.0870352495
2017-10-03,PRODUCE,118731.78755880265,65302.48315734146,172161.09196026385
2017-10-04,PRODUCE,118731.78659410049,65302.48262675527,172161.0905614457
2017-10-05,PRODUCE,118731.78390438062,65302.481147409344,172161.08666135187
2017-10-06,PRODUCE,118731.7819464247,65302.48007053359,172161.08382231582
2017-10-07,PRODUCE,118731.78213037606,65302.48017170684,172161.08408904527
2017-10-08,PRODUCE,118731.78340085005,65302.48087046753,172161.08593123258
2017-10-09,PRODUCE,118731.78424245366,65302.48133334952,172161.08715155782
2017-10-10,PRODUCE,118731.7842539126,65302.48133965194,172161.08716817325
2017-10-11,PRODUCE,118731.78378178545,65302.481079982,172161.08648358888
2017-10-12,PRODUCE,118731.78338002614,65302.48085901439,172161.0859010379
2017-10-13,PRODUCE,118731.78330511837,65302.48081781511,172161.08579242163
2017-10-14,PRODUCE,118731.78349921746,65302.48092456961,172161.0860738653
2017-10-15,PRODUCE,118731.78369476624,65302.48103212144,172161.08635741106
2017-10-16,PRODUCE,118731.78373675428,65302.48105521486,172161.0864182937
2017-10-17,PRODUCE,118731.7836645115,65302.48101548133,172161.08631354166
2017-10-18,PRODUCE,118731.78358031136,65302.48096917125,172161.08619145147
2017-10-19,PRODUCE,118731.78355152933,65302.48095334113,172161.0861497175
2017-10-20,PRODUCE,118731.78357602979,65302.48096681639,172161.08618524318
2017-10-21,PRODUCE,118731.78361473142,65302.48098810229,172161.08624136055
2017-10-22,PRODUCE,118731.78363123341,65302.48099717838,172161.08626528844
2017-10-23,PRODUCE,118731.7836221573,65302.480992186516,172161.08625212807
2017-10-24,PRODUCE,118731.78360578629,65302.48098318246,172161.0862283901
2017-10-25,PRODUCE,118731.78359739696,65302.48097856833,172161.08621622558
2017-10-26,PRODUCE,118731.78359983777,65302.48097991078,172161.08621976475
2017-10-27,PRODUCE,118731.78360673899,65302.480983706446,172161.08622977152
2017-10-28,PRODUCE,118731.78361112603,65302.48098611932,172161.08623613275
2017-10-29,PRODUCE,118731.78361061098,65302.48098583604,172161.0862353859
2017-10-30,PRODUCE,118731.7836076649,65302.4809842157,172161.08623111408
2017-10-31,PRODUCE,118731.78360559455,65302.48098307701,172161.0862281121
2017-11-01,PRODUCE,118731.78360556717,65302.48098306195,172161.08622807238
2017-11-02,PRODUCE,118731.78360673435,65302.48098370389,172161.0862297648
2017-11-03,PRODUCE,118731.78360771957,65302.48098424577,172161.08623119336
2017-11-04,PRODUCE,118731.78360785964,65302.48098432281,172161.08623139648
2017-11-05,PRODUCE,118731.78360739302,65302.48098406617,172161.08623071987
2017-11-06,PRODUCE,118731.78360693331,65302.48098381333,172161.0862300533
2017-11-07,PRODUCE,118731.7836068288,65302.48098375585,172161.08622990176
2017-11-08,PRODUCE,118731.78360700511,65302.480983852816,172161.0862301574
2017-11-09,PRODUCE,118731.78360721054,65302.480983965805,172161.0862304553
2017-11-10,PRODUCE,118731.78360727857,65302.48098400322,172161.08623055392
2017-11-11,PRODUCE,118731.78360721558,65302.48098396857,172161.0862304626
2017-11-12,PRODUCE,118731.78360712357,65302.480983917965,172161.08623032915
2017-11-13,PRODUCE,118731.78360708508,65302.4809838968,172161.08623027336
2017-08-16,CLEANING,55010.0,30255.500000000004,79764.5
2017-08-17,CLEANING,55585.0,30571.750000000004,80598.25
2017-08-18,CLEANING,57067.857142857145,31387.32142857143,82748.39285714286
2017-08-19,CLEANING,57265.83673469388,31496.21020408164,83035.46326530613
2017-08-20,CLEANING,57170.241982507294,31443.633090379015,82896.85087463558
2017-08-21,CLEANING,56514.99083715119,31083.24496043316,81946.73671386922
2017-08-22,CLEANING,56726.84667102993,31199.765669066466,82253.9276729934
2017-08-23,CLEANING,56477.253338319926,31062.489336075963,81892.01734056389
2017-08-24,CLEANING,56686.86095807992,31177.773526943958,82195.94838921588
2017-08-25,CLEANING,56844.26966637705,31264.348316507378,82424.19101624671
2017-08-26,CLEANING,56812.32859830846,31246.780729069655,82377.87646754726
2017-08-27,CLEANING,56747.54172168196,31211.14794692508,82283.93549643885
2017-08-28,CLEANING,56687.155970135485,31177.935783574518,82196.37615669645
2017-08-29,CLEANING,56711.750989133245,31191.463044023287,82232.0389342432
2017-08-30,CLEANING,56709.594463148,31190.276954731402,82228.9119715646
2017-08-31,CLEANING,56742.78605240916,31208.53232882504,82277.03977599328
2017-09-01,CLEANING,56750.77535159905,31212.926443379478,82288.62425981862
2017-09-02,CLEANING,56737.41902091647,31205.58046150406,82269.25758032888
2017-09-03,CLEANING,56726.71765271762,31199.69470899469,82253.74059644055
2017-09-04,CLEANING,56723.742785722716,31198.058532147497,82249.42703929794
2017-09-05,CLEANING,56728.96947366374,31200.93321051506,82257.00573681243
2017-09-06,CLEANING,56731.42925716811,31202.28609144246,82260.57242289375
2017-09-07,CLEANING,56734.54851345669,31204.001682401184,82265.0953445122
2017-09-08,CLEANING,56733.37172217777,31203.354447197777,82263.38899715776
2017-09-09,CLEANING,56730.88548940331,31201.987019171822,82259.78395963479
2017-09-10,CLEANING,56729.95212775857,31201.473670267216,82258.43058524992
2017-09-11,CLEANING,56730.41419562156,31201.727807591862,82259.10058365126
2017-09-12,CLEANING,56731.36725417854,31202.251989798202,82260.48251855889
2017-09-13,CLEANING,56731.70979425208,31202.440386838643,82260.97920166551
2017-09-14,CLEANING,56731.74987097836,31202.4624290381,82261.03731291862
2017-09-15,CLEANING,56731.350064910024,31202.242535700516,82260.45759411954
2017-09-16,CLEANING,56731.06125672891,31202.083691200904,82260.03882225692
2017-09-17,CLEANING,56731.08636634686,31202.097501490778,82260.07523120295
2017-09-18,CLEANING,56731.2484004309,31202.186620236997,82260.3101806248
2017-09-19,CLEANING,56731.36757254652,31202.25216490059,82260.48298019245
2017-09-20,CLEANING,56731.36761802767,31202.25218991522,82260.48304614011
2017-09-21,CLEANING,56731.318735709894,31202.225304640444,82260.41216677934
2017-09-22,CLEANING,56731.25714495725,31202.19142972649,82260.32286018801
2017-09-23,CLEANING,56731.243870678285,31202.184128873057,82260.3036124835
2017-09-24,CLEANING,56731.26995838534,31202.19847711194,82260.34143965873
2017-09-25,CLEANING,56731.29618581941,31202.212902200677,82260.37946943814
2017-09-26,CLEANING,56731.303012303484,31202.21665676692,82260.38936784005
2017-09-27,CLEANING,56731.29378941162,31202.21158417639,82260.37599464685
2017-09-28,CLEANING,56731.28324246647,31202.20578335656,82260.36070157637
2017-09-29,CLEANING,56731.27817200312,31202.202994601717,82260.35334940453
2017-09-30,CLEANING,56731.28117586682,31202.204646726754,82260.35770500689
2017-10-01,CLEANING,56731.286505179465,31202.20757784871,82260.36543251023
2017-10-02,CLEANING,56731.2888690072,31202.208877953963,82260.36886006044
2017-10-03,CLEANING,56731.28782374832,31202.208303061576,82260.36734443506
2017-10-04,CLEANING,56731.285653954714,31202.207109675095,82260.36419823434
2017-10-05,CLEANING,56731.284491746585,31202.206470460624,82260.36251303254
2017-10-06,CLEANING,56731.28467021517,31202.20656861835,82260.362771812
2017-10-07,CLEANING,56731.285598531176,31202.20707919215,82260.36411787021
2017-10-08,CLEANING,56731.286230340374,31202.207426687208,82260.36503399354
2017-10-09,CLEANING,56731.28619107765,31202.207405092708,82260.36497706259
2017-10-10,CLEANING,56731.28580851628,31202.207194683957,82260.3644223486
2017-10-11,CLEANING,56731.28552062599,31202.207036344298,82260.3640049077
2017-10-12,CLEANING,56731.285501579034,31202.207025868473,82260.3639772896
2017-10-13,CLEANING,56731.28564584081,31202.20710521245,82260.36418646917
2017-10-14,CLEANING,56731.28578521591,31202.20718186875,82260.36438856306
2017-10-15,CLEANING,56731.28581188515,31202.207196536834,82260.36442723346
2017-10-16,CLEANING,56731.28575210583,31202.20716365821,82260.36434055345
2017-10-17,CLEANING,56731.28568939557,31202.207129167564,82260.36424962357
2017-10-18,CLEANING,56731.285672378326,31202.20711980808,82260.36422494857
2017-10-19,CLEANING,56731.28569405723,31202.20713173148,82260.36425638298
2017-10-20,CLEANING,56731.285721554115,31202.207146854766,82260.36429625346
2017-10-21,CLEANING,56731.2857323703,31202.20715280367,82260.36431193694
2017-10-22,CLEANING,56731.285724820926,31202.207148651512,82260.36430099035
2017-10-23,CLEANING,56731.28571238318,31202.20714181075,82260.3642829556
2017-10-24,CLEANING,56731.28570670851,31202.207138689686,82260.36427472734
2017-10-25,CLEANING,56731.2857091818,31202.20714004999,82260.3642783136
2017-10-26,CLEANING,56731.28571443943,31202.20714294169,82260.36428593718
2017-10-27,CLEANING,56731.28571735117,31202.207144543147,82260.3642901592
2017-10-28,CLEANING,56731.28571675076,31202.20714421292,82260.3642892886
2017-10-29,CLEANING,56731.2857145194,31202.207142985673,82260.36428605313
2017-10-30,CLEANING,56731.28571304776,31202.20714217627,82260.36428391925
2017-10-31,CLEANING,56731.28571314269,31202.207142228483,82260.36428405691
2017-11-01,CLEANING,56731.285714061865,31202.207142734027,82260.3642853897
2017-11-02,CLEANING,56731.28571475902,31202.207143117463,82260.36428640058
2017-11-03,CLEANING,56731.28571480467,31202.20714314257,82260.36428646676
2017-11-04,CLEANING,56731.28571444088,31202.207142942483,82260.36428593927
2017-11-05,CLEANING,56731.28571411089,31202.20714276099,82260.36428546079
2017-11-06,CLEANING,56731.28571405254,31202.207142728897,82260.36428537617
2017-11-07,CLEANING,56731.285714196085,31202.20714280785,82260.36428558432
2017-11-08,CLEANING,56731.285714346566,31202.207142890613,82260.36428580251
2017-11-09,CLEANING,56731.28571438724,31202.207142912983,82260.36428586149
2017-11-10,CLEANING,56731.285714334124,31202.20714288377,82260.36428578448
2017-11-11,CLEANING,56731.2857142669,31202.207142846797,82260.364285687
2017-11-12,CLEANING,56731.28571424204,31202.207142833126,82260.36428565095
2017-11-13,CLEANING,56731.285714260775,31202.20714284343,82260.36428567812
2017-08-16,DAIRY,42664.857142857145,23465.671428571433,61864.04285714286
2017-08-17,DAIRY,42706.40816326531,23488.524489795924,61924.2918367347
2017-08-18,DAIRY,43857.609329446066,24121.68513119534,63593.533527696796
2017-08-19,DAIRY,43707.41066222407,24039.075864223243,63375.745460224905
2017-08-20,DAIRY,43829.32647111323,24106.129559112276,63552.52338311418
2017-08-21,DAIRY,42931.80168127226,23612.49092469975,62251.11243784478
2017-08-22,DAIRY,42914.9162071683,23603.20391394257,62226.628500394036
2017-08-23,DAIRY,43230.33280819235,23776.683044505793,62683.9825718789
