date,family,forecast,lower_ci,upper_ci
2017-11-09,GROCERY I,231528.05257188017,0,654066.7485155615
2017-11-10,GROCERY I,231528.0525714313,0,654066.7485142933
2017-11-11,GROCERY I,231528.05257117058,0,654066.7485135568
2017-11-12,GROCERY I,231528.05257121506,0,654066.7485136825
2017-11-13,GROCERY I,231528.05257140208,0,654066.7485142108
2017-11-14,GROCERY I,231528.05257153045,0,654066.7485145734
2017-11-15,GROCERY I,231528.0525715277,0,654066.7485145656
2017-11-16,GROCERY I,231528.05257145106,0,654066.7485143492
2017-11-17,GROCERY I,231528.05257138974,0,654066.748514176
2017-11-18,GROCERY I,231528.05257138383,0,654066.7485141592
2017-11-19,GROCERY I,231528.05257141427,0,654066.7485142453
2017-11-20,GROCERY I,231528.0525714427,0,654066.7485143256
2017-11-21,GROCERY I,231528.05257144853,0,654066.748514342
2017-11-22,GROCERY I,231528.05257143683,0,654066.748514309
2017-11-23,GROCERY I,231528.05257142385,0,654066.7485142723
2017-11-24,GROCERY I,231528.05257141995,0,654066.7485142613
2017-11-25,GROCERY I,231528.05257142425,0,654066.7485142734
2017-11-26,GROCERY I,231528.05257143005,0,654066.7485142899
2017-11-27,GROCERY I,231528.0525714323,0,654066.7485142961
2017-11-28,GROCERY I,231528.0525714308,0,654066.748514292
2017-11-29,GROCERY I,231528.05257142827,0,654066.7485142848
2017-11-30,GROCERY I,231528.05257142705,0,654066.7485142814
2017-12-01,GROCERY I,231528.0525714275,0,654066.7485142826
2017-12-02,GROCERY I,231528.05257142862,0,654066.7485142858
2017-12-03,GROCERY I,231528.05257142923,0,654066.7485142875
2017-12-04,GROCERY I,231528.0525714291,0,654066.7485142872
2017-12-05,GROCERY I,231528.05257142868,0,654066.748514286
2017-12-06,GROCERY I,231528.0525714284,0,654066.7485142851
2017-12-07,GROCERY I,231528.05257142842,0,654066.7485142852
2017-12-08,GROCERY I,231528.05257142862,0,654066.7485142858
2017-12-09,GROCERY I,231528.05257142877,0,654066.7485142862
2017-12-10,GROCERY I,231528.05257142874,0,654066.7485142861
2017-12-11,GROCERY I,231528.05257142868,0,654066.748514286
2017-12-12,GROCERY I,231528.05257142862,0,654066.7485142858
2017-12-13,GROCERY I,231528.05257142862,0,654066.7485142858
2017-12-14,GROCERY I,231528.05257142868,0,654066.748514286
2017-12-15,GROCERY I,231528.0525714287,0,654066.748514286
2017-12-16,GROCERY I,231528.0525714287,0,654066.748514286
2017-12-17,GROCERY I,231528.05257142868,0,654066.748514286
2017-12-18,GROCERY I,231528.05257142868,0,654066.748514286
2017-12-19,GROCERY I,231528.05257142868,0,654066.748514286
2017-12-20,GROCERY I,231528.05257142868,0,654066.748514286
2017-12-21,GROCERY I,231528.0525714287,0,654066.748514286
2017-12-22,GROCERY I,231528.0525714287,0,654066.748514286
2017-12-23,GROCERY I,231528.0525714287,0,654066.748514286
2017-12-24,GROCERY I,231528.05257142868,0,654066.748514286
2017-12-25,GROCERY I,231528.05257142868,0,654066.748514286
2017-12-26,GROCERY I,231528.0525714287,0,654066.748514286
2017-12-27,GROCERY I,231528.0525714287,0,654066.748514286
2017-12-28,GROCERY I,231528.0525714287,0,654066.748514286
2017-12-29,GROCERY I,231528.0525714287,0,654066.748514286
2017-12-30,GROCERY I,231528.0525714287,0,654066.748514286
2017-12-31,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-01,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-02,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-03,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-04,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-05,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-06,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-07,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-08,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-09,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-10,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-11,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-12,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-13,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-14,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-15,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-16,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-17,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-18,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-19,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-20,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-21,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-22,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-23,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-24,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-25,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-26,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-27,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-28,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-29,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-30,GROCERY I,231528.0525714287,0,654066.748514286
2018-01-31,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-01,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-02,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-03,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-04,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-05,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-06,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-07,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-08,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-09,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-10,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-11,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-12,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-13,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-14,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-15,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-16,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-17,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-18,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-19,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-20,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-21,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-22,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-23,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-24,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-25,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-26,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-27,GROCERY I,231528.0525714287,0,654066.748514286
2018-02-28,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-01,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-02,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-03,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-04,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-05,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-06,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-07,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-08,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-09,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-10,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-11,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-12,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-13,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-14,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-15,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-16,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-17,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-18,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-19,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-20,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-21,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-22,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-23,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-24,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-25,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-26,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-27,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-28,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-29,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-30,GROCERY I,231528.0525714287,0,654066.748514286
2018-03-31,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-01,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-02,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-03,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-04,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-05,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-06,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-07,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-08,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-09,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-10,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-11,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-12,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-13,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-14,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-15,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-16,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-17,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-18,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-19,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-20,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-21,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-22,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-23,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-24,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-25,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-26,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-27,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-28,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-29,GROCERY I,231528.0525714287,0,654066.748514286
2018-04-30,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-01,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-02,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-03,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-04,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-05,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-06,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-07,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-08,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-09,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-10,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-11,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-12,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-13,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-14,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-15,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-16,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-17,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-18,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-19,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-20,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-21,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-22,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-23,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-24,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-25,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-26,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-27,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-28,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-29,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-30,GROCERY I,231528.0525714287,0,654066.748514286
2018-05-31,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-01,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-02,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-03,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-04,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-05,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-06,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-07,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-08,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-09,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-10,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-11,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-12,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-13,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-14,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-15,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-16,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-17,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-18,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-19,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-20,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-21,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-22,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-23,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-24,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-25,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-26,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-27,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-28,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-29,GROCERY I,231528.0525714287,0,654066.748514286
2018-06-30,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-01,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-02,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-03,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-04,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-05,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-06,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-07,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-08,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-09,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-10,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-11,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-12,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-13,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-14,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-15,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-16,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-17,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-18,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-19,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-20,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-21,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-22,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-23,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-24,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-25,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-26,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-27,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-28,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-29,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-30,GROCERY I,231528.0525714287,0,654066.748514286
2018-07-31,GROCERY I,231528.0525714287,0,654066.748514286
2018-08-01,GROCERY I,231528.0525714287,0,654066.748514286
2018-08-02,GROCERY I,231528.0525714287,0,654066.748514286
2018-08-03,GROCERY I,231528.0525714287,0,654066.748514286
2018-08-04,GROCERY I,231528.0525714287,0,654066.748514286
2018-08-05,GROCERY I,231528.0525714287,0,654066.748514286
2018-08-06,GROCERY I,231528.0525714287,0,654066.748514286
2018-08-07,GROCERY I,231528.0525714287,0,654066.748514286
2018-08-08,GROCERY I,231528.0525714287,0,654066.748514286
2018-08-09,GROCERY I,231528.0525714287,0,654066.748514286
2018-08-10,GROCERY I,231528.0525714287,0,654066.748514286
2018-08-11,GROCERY I,231528.0525714287,0,654066.748514286
2018-08-12,GROCERY I,231528.0525714287,0,654066.748514286
2018-08-13,GROCERY I,231528.0525714287,0,654066.748514286
2018-08-14,GROCERY I,231528.0525714287,0,654066.748514286
2018-08-15,GROCERY I,231528.0525714287,0,654066.748514286
2017-08-16,BEVERAGES,175549.57142857142,0,495927.5392857142
2017-08-17,BEVERAGES,178769.51020408163,0,505023.8663265305
2017-08-18,BEVERAGES,181958.15451895044,0,514031.7865160349
2017-08-19,BEVERAGES,180936.3194502291,0,511145.10244689713
2017-08-20,BEVERAGES,180738.93651454753,0,510587.4956535967
2017-08-21,BEVERAGES,177651.07030234003,0,501864.2736041105
2017-08-22,BEVERAGES,178053.79463124572,0,503001.96983326913
2017-08-23,BEVERAGES,179093.90814999514,0,505940.2905237362
2017-08-24,BEVERAGES,179600.24196734137,0,507370.6835577393
2017-08-25,BEVERAGES,179718.91793352136,0,507705.9431621978
2017-08-26,BEVERAGES,179399.02699274576,0,506802.2512545067
2017-08-27,BEVERAGES,179179.41378453383,0,506181.84394130803
2017-08-28,BEVERAGES,178956.62482310328,0,505552.4651252667
2017-08-29,BEVERAGES,179143.13261178375,0,506079.34962828906
2017-08-30,BEVERAGES,179298.7523232892,0,506518.97531329194
2017-08-31,BEVERAGES,179328.01577661693,0,506601.6445689428
2017-09-01,BEVERAGES,179289.12632079917,0,506491.78185625764
2017-09-02,BEVERAGES,179227.7275189817,0,506318.3302411233
2017-09-03,BEVERAGES,179203.25616558685,0,506249.1986677828
2017-09-04,BEVERAGES,179206.66222002296,0,506258.82077156485
2017-09-05,BEVERAGES,179242.38184815433,0,506359.72872103594
2017-09-06,BEVERAGES,179256.56031049302,0,506399.7828771427
2017-09-07,BEVERAGES,179250.53288009358,0,506382.7553862643
2017-09-08,BEVERAGES,179239.46389487598,0,506351.4855030246
2017-09-09,BEVERAGES,179232.36926260122,0,506331.4431668484
2017-09-10,BEVERAGES,179233.03236883256,0,506333.31644195196
2017-09-11,BEVERAGES,179237.28611215338,0,506345.3332668333
2017-09-12,BEVERAGES,179241.6609538863,0,506357.69219472876
2017-09-13,BEVERAGES,179241.55796899088,0,506357.40126239916
2017-09-14,BEVERAGES,179239.41477734773,0,506351.3467460073
2017-09-15,BEVERAGES,179237.82647695547,0,506346.85979739914
2017-09-16,BEVERAGES,179237.59256010968,0,506346.1989823098
2017-09-17,BEVERAGES,179238.338745468,0,506348.3069559471
2017-09-18,BEVERAGES,179239.09679927307,0,506350.44845794636
2017-09-19,BEVERAGES,179239.35546886158,0,506351.17919953394
2017-09-20,BEVERAGES,179239.02611385804,0,506350.2487716489
2017-09-21,BEVERAGES,179238.66442026763,0,506349.22698725597
2017-09-22,BEVERAGES,179238.55722639902,0,506348.92416457715
2017-09-23,BEVERAGES,179238.66161917668,0,506349.21907417406
2017-09-24,BEVERAGES,179238.81434190055,0,506349.650515869
2017-09-25,BEVERAGES,179238.88228424807,0,506349.8424530008
2017-09-26,BEVERAGES,179238.8516392445,0,506349.7558808657
2017-09-27,BEVERAGES,179238.77966358492,0,506349.5525496274
2017-09-28,BEVERAGES,179238.74445640304,0,506349.45308933855
2017-09-29,BEVERAGES,179238.75589013664,0,506349.48538963596
2017-09-30,BEVERAGES,179238.78427067059,0,506349.56556464435
2017-10-01,BEVERAGES,179238.80179231262,0,506349.61506328307
2017-10-02,BEVERAGES,179238.79999951433,0,506349.6099986279
2017-10-03,BEVERAGES,179238.7882445524,0,506349.57679086045
2017-10-04,BEVERAGES,179238.7791881678,0,506349.55120657396
2017-10-05,BEVERAGES,179238.77912025107,0,506349.5510147092
2017-10-06,BEVERAGES,179238.78407222935,0,506349.5650040479
2017-10-07,BEVERAGES,179238.7880982426,0,506349.5763775353
2017-10-08,BEVERAGES,179238.78864503858,0,506349.57792223396
2017-10-09,BEVERAGES,179238.7867668566,0,506349.5726163698
2017-10-10,BEVERAGES,179238.78487647694,0,506349.5672760473
2017-10-11,BEVERAGES,179238.7843953233,0,506349.5659167883
2017-10-12,BEVERAGES,179238.78513920264,0,506349.5680182474
2017-10-13,BEVERAGES,179238.78599905287,0,506349.5704473243
2017-10-14,BEVERAGES,179238.78627431337,0,506349.57122493524
2017-10-15,BEVERAGES,179238.78601375205,0,506349.5704888495
2017-10-16,BEVERAGES,179238.78563785396,0,506349.5694269374
2017-10-17,BEVERAGES,179238.78547656786,0,506349.56897130416
2017-10-18,BEVERAGES,179238.78556229518,0,506349.56921348383
2017-10-19,BEVERAGES,179238.78572900544,0,506349.5696844403
2017-10-20,BEVERAGES,179238.78581326298,0,506349.56992246787
2017-10-21,BEVERAGES,179238.78578672156,0,506349.56984748837
2017-10-22,BEVERAGES,179238.7857170656,0,506349.56965071027
2017-10-23,BEVERAGES,179238.78567468183,0,506349.5695309761
2017-10-24,BEVERAGES,179238.78567994296,0,506349.5695458388
2017-10-25,BEVERAGES,179238.7857089965,0,506349.56962791504
2017-10-26,BEVERAGES,179238.78572995382,0,506349.56968711945
2017-10-27,BEVERAGES,179238.7857300893,0,506349.5696875022
2017-10-28,BEVERAGES,179238.78571820733,0,506349.5696539357
2017-10-29,BEVERAGES,179238.78570841957,0,506349.5696262852
2017-10-30,BEVERAGES,179238.78570718443,0,506349.56962279597
2017-10-31,BEVERAGES,179238.7857118277,0,506349.5696359132
