item_nbr,familia,clase_abc,ventas_totales,demanda_promedio_diaria,stock_seguridad,punto_pedido,stock_actual,dias_cobertura,stock_faltante,nivel_riesgo_pct,nivel_riesgo,riesgo_rotura,score_riesgo
903286,POULTRY,A,1793565.878999999,1062.5390278436014,2288.520919807465,9726.294114712675,12925.0,12.164259063717397,0.0,0.0,Sin Riesgo,0,0.0
1036689,GROCERY I,A,1753604.0,1038.8649289099526,1831.436067296479,9103.490569666148,8333.0,8.021254513561784,770.4905696661481,8.463682845275954,Riesgo Bajo,1,2.3693286726591136
1693648,PRODUCE,A,1750853.3112999983,1037.23537399289,2881.4838125832084,10142.131430533438,9455.0,9.115578042428789,687.1314305334381,6.775019977209047,Riesgo Bajo,1,1.893628336263667
464374,BEVERAGES,A,1735006.0,1027.8471563981043,2119.819678898387,9314.749773685118,12721.0,12.376353741716168,0.0,0.0,Sin Riesgo,0,0.0
1157329,GROCERY I,A,1729157.0,1024.3821090047393,7282.214716914029,14452.889479947204,20379.0,19.893943696263555,0.0,0.0,Sin Riesgo,0,0.0
1146795,GROCERY I,A,1699167.0,1006.6155213270142,1785.7388125736886,8832.047461862789,8219.0,8.164984371753924,613.0474618627886,6.941170374253053,Riesgo Bajo,1,1.8827955846658275
1463881,BEVERAGES,A,1694360.0,1003.7677725118483,3108.83732497195,10135.211732554888,11935.0,11.890200429660757,0.0,0.0,Sin Riesgo,0,0.0
1473482,PRODUCE,A,1682091.6663999998,996.4998023696681,2604.1298644847893,9579.628481072466,13673.0,13.72102630375412,0.0,0.0,Sin Riesgo,0,0.0
1074327,BEVERAGES,A,1669603.0,989.1013033175356,2551.12325548187,9474.832378704617,8310.0,8.40156612080836,1164.8323787046174,12.293962912976317,Riesgo Medio,1,3.276721394946634
1047685,BEVERAGES,A,1660398.0,983.6481042654028,1978.3451391784051,8863.881869036224,8735.0,8.88020823922939,128.8818690362241,1.454011582514891,Riesgo Bajo,1,0.38540244848135724
564287,BREAD/BAKERY,A,1653960.0,979.8341232227489,2001.2974002453461,8860.136262804588,12426.0,12.681738373358485,0.0,0.0,Sin Riesgo,0,0.0
964752,GROCERY I,A,1626516.0,963.5758293838862,1730.7379342616573,8475.76873994886,5140.0,5.334297357050285,3335.7687399488605,39.35653322189378,Riesgo Alto,1,10.2190277269998
621300,GROCERY I,A,1604648.0,950.6208530805687,1664.5615805701755,8318.907552134157,7949.0,8.361903669839117,369.9075521341565,4.446588086427999,Riesgo Bajo,1,1.1390455218692317
1584575,PRODUCE,A,1587850.0,940.6694312796209,3251.516448124934,9836.20246708228,4943.0,5.254768397518657,4893.202467082279,49.74686606398978,Riesgo Alto,1,12.609840739687627
1473404,PRODUCE,A,1584543.0,938.710308056872,2314.6855159141423,8885.657672312245,9119.0,9.714392099173073,0.0,0.0,Sin Riesgo,0,0.0
1146496,FROZEN FOODS,A,1574563.0,932.7979857819905,3086.0497267471255,9615.63562722106,12424.0,13.319068211306883,0.0,0.0,Sin Riesgo,0,0.0
265254,GROCERY I,A,1568426.0,929.1623222748815,1700.3972479817546,8204.533503905925,12145.0,13.07091313201898,0.0,0.0,Sin Riesgo,0,0.0
1047681,BEVERAGES,A,1563715.0,926.3714454976304,2148.0293509027715,8632.629469386184,8428.0,9.097862462149433,204.6294693861837,2.3704187711503124,Riesgo Bajo,1,0.5917211349168219
222879,GROCERY I,A,1547500.0,916.7654028436019,1943.595015789336,8360.95283569455,8450.0,9.21718901453958,0.0,0.0,Sin Riesgo,0,0.0
1047790,BEVERAGES,A,1533705.0,908.593009478673,1770.1493133387273,8130.300379689439,7377.0,8.119146772032432,753.3003796894391,9.26534499969131,Riesgo Bajo,1,2.2684950204609913
507969,POULTRY,A,1515402.1121000014,897.7500664099534,1914.6579164086443,8198.908381278317,9444.0,10.519631636192429,0.0,0.0,Sin Riesgo,0,0.0
1751174,PRODUCE,A,1478620.3132999989,875.9599012440751,2577.952606851456,8709.671915559982,4069.0,4.6451898017489555,4640.671915559982,53.28182232983243,Riesgo Alto,1,12.576799575412902
587157,MEATS,A,1464587.2843000018,867.6464954383897,1481.4615190348661,7554.9869871035935,7311.0,8.426242759507744,243.9869871035935,3.229482559269535,Riesgo Bajo,1,0.7550619832878798
1686656,PRODUCE,A,1454030.0,861.3921800947867,2175.798193961808,8205.543454625315,4871.0,5.654799419544301,3334.5434546253146,40.63769173930453,Riesgo Alto,1,9.432716903205034
116017,GROCERY I,A,1446010.0,856.6409952606635,1702.2882319803348,7698.7751988049795,7463.0,8.711934218988803,235.77519880497948,3.0625027061652226,Riesgo Bajo,1,0.7069393874585677
987308,GROCERY I,A,1439227.0,852.6226303317535,2226.3447449834193,8194.703157305694,10925.0,12.813406085349984,0.0,0.0,Sin Riesgo,0,0.0
1037857,BEVERAGES,A,1438841.0,852.3939573459716,1654.2014246372569,7620.959126059057,7969.0,9.3489635060441,0.0,0.0,Sin Riesgo,0,0.0
1502392,PRODUCE,A,1434598.0959000017,849.8803885663517,2324.4580347510587,8273.62075471552,10281.0,12.096996398920133,0.0,0.0,Sin Riesgo,0,0.0
219150,BEVERAGES,A,1425839.0,844.6913507109005,2881.2255135618434,8794.064968538147,10333.0,12.232870611618843,0.0,0.0,Sin Riesgo,0,0.0
1463867,BEVERAGES,A,1409576.0,835.0568720379147,2601.959269237473,8447.357373502877,6768.0,8.10483719927127,1679.3573735028767,19.88026905042015,Riesgo Medio,1,4.473476456743507
1305845,DELI,A,1403418.0,831.4087677725119,1855.2470811938254,7675.108455601408,7142.0,8.590238973705624,533.1084556014084,6.94594035622178,Riesgo Bajo,1,1.5561537152664386
839363,BEVERAGES,A,1390706.0,823.877962085308,2494.0495435049143,8261.19527810207,5407.0,6.562865192211726,2854.19527810207,34.54942271692425,Riesgo Alto,1,7.670267766606476
1157564,GROCERY I,A,1373762.0,813.8400473933649,1500.5607756487982,7197.441107402352,5842.0,7.178314729916827,1355.441107402352,18.832263955703944,Riesgo Medio,1,4.129984611871268
510054,GROCERY I,A,1373396.0,813.6232227488151,2644.0201980602396,8339.382757301944,7994.0,9.825186617698028,345.38275730194437,4.1415865820468305,Riesgo Bajo,1,0.9080231581618798
1473393,PRODUCE,A,1373383.5684000005,813.6158580568723,2019.910634590603,7715.221640988709,7114.0,8.74368404887055,601.2216409887087,7.792668428274238,Riesgo Bajo,1,1.7084900212215857
1066900,BEVERAGES,A,1358628.0,804.8744075829384,2197.9911474281616,7832.1120005087305,8386.0,10.419016831686083,0.0,0.0,Sin Riesgo,0,0.0
1309297,BEVERAGES,A,1352226.0,801.0817535545024,3173.960527253049,8781.532802134567,7871.0,9.825464086624573,910.5328021345667,10.368722894404488,Riesgo Medio,1,2.2382518488614274
518091,BEVERAGES,A,1342988.0,795.6090047393365,2270.9536338572757,7840.216667032631,6895.0,8.666317197175255,945.2166670326314,12.056001857795309,Riesgo Medio,1,2.5846981984446606
1473428,PRODUCE,A,1342702.1197999998,795.4396444312795,2206.5670356432615,7774.644546662217,10994.0,13.821287481667387,0.0,0.0,Sin Riesgo,0,0.0
581078,CLEANING,A,1341018.0,794.4419431279621,1197.320851249526,6758.41445314526,6975.0,8.779747922846674,0.0,0.0,Sin Riesgo,0,0.0
862454,GROCERY I,A,1338766.0,793.1078199052133,1667.1146754283127,7218.869414764806,8581.0,10.819462101666758,0.0,0.0,Sin Riesgo,0,0.0
1333307,BREAD/BAKERY,A,1331336.0,788.7061611374407,1663.8144527978018,7184.757580759887,6964.0,8.829650816923753,220.75758075988688,3.0725821752296163,Riesgo Bajo,1,0.6530186492192545
115611,GROCERY I,A,1328769.0,787.1854265402843,1724.1194690694083,7234.417454851398,6065.0,7.704664994442225,1169.4174548513984,16.164638855160167,Riesgo Medio,1,3.428861122720535
1047772,BEVERAGES,A,1327721.0,786.5645734597157,1625.3400450942452,7131.292059312255,8865.0,11.270530480424727,0.0,0.0,Sin Riesgo,0,0.0
1473478,PRODUCE,A,1323820.0114000014,784.253561255925,2361.5388258740277,7851.3137546655025,8200.0,10.455802058288771,0.0,0.0,Sin Riesgo,0,0.0
410257,GROCERY I,A,1317547.0,780.5373222748815,1778.9655142429508,7242.726770167122,10342.0,13.24984687453275,0.0,0.0,Sin Riesgo,0,0.0
1114566,BEVERAGES,A,1316885.0,780.1451421800948,2302.1258207957617,7763.141816056425,10449.0,13.393661557387318,0.0,0.0,Sin Riesgo,0,0.0
1239897,POULTRY,A,1309670.521999998,775.8711623222737,1381.3633979480028,6812.461534203919,5851.0,7.54120050355689,961.4615342039187,14.113276520926027,Riesgo Medio,1,2.95069489311346
1105212,GROCERY I,A,1306828.0,774.1872037914692,1540.8917483769162,6960.202174917201,7515.0,9.706954549489298,0.0,0.0,Sin Riesgo,0,0.0
866927,DELI,A,1287519.0,762.7482227488151,1323.9827768390035,6663.220336080709,5373.0,7.0442642011496535,1290.2203360807089,19.36331489886786,Riesgo Medio,1,3.9798596481519017
1463866,BEVERAGES,A,1280712.0,758.7156398104265,2299.181755923414,7610.1912345964,5313.0,7.00262354065551,2297.1912345964,30.185722852183094,Riesgo Alto,1,6.171453496658527
305229,GROCERY I,A,1279151.0,757.7908767772511,1192.0431003289655,6496.5792377697235,2576.0,3.3993547282533494,3920.5792377697235,60.348363258256185,Riesgo Alto,1,12.323149360164004
1473394,PRODUCE,A,1272800.9031000028,754.0289710308074,1898.017036528355,7176.219833744007,9217.0,12.223668259589221,0.0,0.0,Sin Riesgo,0,0.0
165594,GROCERY I,A,1266309.0,750.1830568720379,1518.7494187041352,6770.030816808401,6479.0,8.63655869144103,291.03081680840114,4.29881081317739,Riesgo Bajo,1,0.8690053054514133
323013,GROCERY I,A,1265474.0,749.6883886255924,1834.7803562693541,7082.599076648501,6842.0,9.12645854438732,240.59907664850107,3.397044983694785,Riesgo Bajo,1,0.6862603798439083
418235,BEVERAGES,A,1264798.0,749.2879146919431,1191.198275788415,6436.213678632017,8512.0,11.360119165273822,0.0,0.0,Sin Riesgo,0,0.0
315277,GROCERY I,A,1262961.0,748.199644549763,1577.8169442066785,6815.21445605502,9504.0,12.702492000940648,0.0,0.0,Sin Riesgo,0,0.0
988459,PREPARED FOODS,A,1262042.9879999992,747.6557985781985,1630.2695465296545,6863.860136577045,8222.0,10.997039032714795,0.0,0.0,Sin Riesgo,0,0.0
208384,EGGS,A,1261103.0,747.098933649289,1388.9203135892458,6618.612849134269,3446.0,4.612508256661035,3172.612849134269,47.93470960534056,Riesgo Alto,1,9.650172160200164
876663,GROCERY I,A,1259713.0,746.2754739336493,2121.3527509656287,7345.281068501174,6969.0,9.338374693283312,376.28106850117365,5.122759292558357,Riesgo Bajo,1,1.0301725245810687
1057033,GROCERY I,A,1259702.0,746.2689573459716,1391.7263069761407,6615.609008397942,7113.0,9.531416160329982,0.0,0.0,Sin Riesgo,0,0.0
1004550,"LIQUOR,WINE,BEER",A,1251986.0,741.6978672985782,2755.651211296249,7947.536282386297,9869.0,13.30595709536688,0.0,0.0,Sin Riesgo,0,0.0
1473403,PRODUCE,A,1251769.6531000014,741.5696997037923,2065.820167991268,7256.808065917814,8359.0,11.272035525910598,0.0,0.0,Sin Riesgo,0,0.0
1473479,PRODUCE,A,1236583.7767999985,732.5733274881508,2043.1363968668772,7171.149689283933,8209.0,11.205704182743098,0.0,0.0,Sin Riesgo,0,0.0
1625605,PRODUCE,A,1236396.9711000002,732.4626606042655,2428.642882866084,7555.881507095943,7892.0,10.774610672289118,0.0,0.0,Sin Riesgo,0,0.0
939207,DAIRY,A,1233474.0,730.7310426540284,1250.370581939206,6365.487880517406,5760.0,7.882517183175325,605.4878805174058,9.512041997135809,Riesgo Bajo,1,1.873001651948644
1239809,DAIRY,A,1215441.0,720.0479857819905,1624.613833474207,6664.949733948141,6158.0,8.552207799473607,506.94973394814133,7.606204910533325,Riesgo Bajo,1,1.4758299006028481
223136,GROCERY I,A,1212353.0,718.2186018957347,1845.9474475838713,6873.477660854014,10089.0,14.047255213621774,0.0,0.0,Sin Riesgo,0,0.0
759893,CLEANING,A,1207669.0,715.443720379147,1440.1828448833824,6448.288887537411,6829.0,9.545125361336591,0.0,0.0,Sin Riesgo,0,0.0
557256,EGGS,A,1206272.0,714.6161137440758,1067.315889367961,6069.628685576492,5202.0,7.2794328310696095,867.628685576492,14.294592478750367,Riesgo Medio,1,2.752652745965246
115894,GROCERY I,A,1203888.0,713.2037914691944,1440.1286758863878,6432.555216170748,9499.0,13.318773839426923,0.0,0.0,Sin Riesgo,0,0.0
638977,GROCERY I,A,1202689.0,712.4934834123222,1651.4461595519258,6638.900543438182,9275.0,13.01766292033934,0.0,0.0,Sin Riesgo,0,0.0
885543,PREPARED FOODS,A,1200967.0,711.4733412322275,1251.0443631280134,6231.357751753606,6088.0,8.556891238476993,143.35775175360595,2.300586123678467,Riesgo Bajo,1,0.4410663968251947
903283,POULTRY,A,1193917.318999999,707.2969899289094,1344.627679930709,6295.706609433075,6433.0,9.09518927918325,0.0,0.0,Sin Riesgo,0,0.0
1926217,PRODUCE,A,1185091.0,702.0681279620853,3096.7667944511722,8011.243690185769,8102.0,11.540190584520513,0.0,0.0,Sin Riesgo,0,0.0
311994,BREAD/BAKERY,A,1184281.574,701.5886101895735,1132.333179584446,6043.45345091146,7779.0,11.08769425133351,0.0,0.0,Sin Riesgo,0,0.0
452212,BREAD/BAKERY,A,1176713.0,697.1048578199052,1273.388954163639,6153.122958902975,5341.0,7.661688109165107,812.1229589029754,13.19854916482551,Riesgo Medio,1,2.4793118018794296
457574,FROZEN FOODS,A,1173380.6980000017,695.1307452606645,12392.170424179703,17258.085641004356,25767.0,37.067846841298504,0.0,0.0,Sin Riesgo,0,0.0
1463798,BEVERAGES,A,1171244.0,693.8649289099526,3307.7185624602776,8164.773064829946,4989.0,7.190160205729976,3175.7730648299457,38.89603592915157,Riesgo Alto,1,7.272556828200901
1584576,PRODUCE,A,1161247.0,687.9425355450237,1968.5236420257063,6784.121390840872,8945.0,13.002539511404551,0.0,0.0,Sin Riesgo,0,0.0
1166474,BEVERAGES,A,1158563.0,686.3524881516588,3170.134339941786,7974.601757003398,10301.0,15.008323241809034,0.0,0.0,Sin Riesgo,0,0.0
2042947,BEVERAGES,A,1157125.0,685.5005924170616,14039.065043893816,18837.569190813247,18941.0,27.630902452198335,0.0,0.0,Sin Riesgo,0,0.0
1463825,BEVERAGES,A,1155058.0,684.276066350711,2021.544959354111,6811.477423809088,9312.0,13.608542601323915,0.0,0.0,Sin Riesgo,0,0.0
1121616,DELI,A,1149783.0,681.151066350711,1464.3080892676023,6232.3655537225795,8970.0,13.168884911326746,0.0,0.0,Sin Riesgo,0,0.0
567623,GROCERY I,A,1142697.0,676.9531990521327,1462.5619423757792,6201.234335740708,7138.0,10.544303520530814,0.0,0.0,Sin Riesgo,0,0.0
1695845,PRODUCE,A,1135281.0,672.5598341232228,1801.6891891570258,6509.608028019586,8169.0,12.146131222137955,0.0,0.0,Sin Riesgo,0,0.0
828630,DELI,A,1133765.0,671.6617298578199,1091.482685440582,5793.1147944453205,7862.0,11.705296953072287,0.0,0.0,Sin Riesgo,0,0.0
1146801,GROCERY I,A,1132056.0,670.6492890995261,1179.932733551947,5874.477757248629,6089.0,9.079261096624196,0.0,0.0,Sin Riesgo,0,0.0
838216,DAIRY,A,1129402.0,669.0770142180095,1081.4731146366048,5765.012214162671,4991.0,7.459529910519018,774.0122141626707,13.4260290422488,Riesgo Medio,1,2.420641844765292
938566,GROCERY I,A,1127966.0,668.2263033175356,1851.5950195699927,6529.179142792741,5388.0,8.063136654828249,1141.179142792741,17.478141093010688,Riesgo Medio,1,3.1472094864941873
1642400,PRODUCE,A,1124190.367,665.9895539099526,2426.6250806921116,7088.55195806178,8363.0,12.557254015324613,0.0,0.0,Sin Riesgo,0,0.0
1083196,DAIRY,A,1122549.0,665.0171800947867,996.9598645936346,5652.080125257142,5755.0,8.653911766880556,0.0,0.0,Sin Riesgo,0,0.0
1693656,PRODUCE,A,1119149.0,663.002962085308,1980.312572625267,6621.333307222423,2135.0,3.220196774513492,4486.333307222423,67.75573889821884,Riesgo Alto,1,12.105100474232824
1463823,BEVERAGES,A,1110244.0,657.7274881516588,2246.5722313368497,6850.664648398461,7208.0,10.958945961428299,0.0,0.0,Sin Riesgo,0,0.0
1464088,BEVERAGES,A,1108186.0,656.5082938388625,2089.5228978328964,6685.080954704934,4100.0,6.2451610108772355,2585.080954704934,38.66940388935102,Riesgo Alto,1,6.840920419278645
2042941,BEVERAGES,A,1105885.0,655.1451421800948,10843.362936554731,15429.378931815394,14674.0,22.398090217337245,755.378931815394,4.895718325109003,Riesgo Bajo,1,0.8642925946164363
1696007,PRODUCE,A,1092744.6464000011,647.360572511849,1895.4786089850013,6427.002616567945,5526.0,8.53620105184712,901.0026165679446,14.019017422605081,Riesgo Medio,1,2.445516879094596
1083152,DAIRY,A,1087397.0,644.1925355450237,974.598819161102,5483.946567976268,3394.0,5.268611188002174,2089.946567976268,38.11026497195646,Riesgo Alto,1,6.61552782742338
582863,MEATS,A,1081666.1011000013,640.7974532582946,939.225436163384,5424.807608971446,6760.0,10.549355284773828,0.0,0.0,Sin Riesgo,0,0.0
514327,PREPARED FOODS,A,1078349.0,638.832345971564,1019.4576173774319,5491.28403917838,8144.0,12.748258680631224,0.0,0.0,Sin Riesgo,0,0.0
1962621,BEVERAGES,A,1074074.0,636.2997630331754,4825.955698323329,9280.054039555556,9522.0,14.964644894113441,0.0,0.0,Sin Riesgo,0,0.0
1166475,BEVERAGES,A,1073576.0,636.0047393364929,1933.8428220680055,6385.875997423455,6319.0,9.935460554259782,66.87599742345537,1.047248606932521,Riesgo Bajo,1,0.17948038285833687
378685,DAIRY,A,1070094.0,633.9419431279621,1329.1721531091016,5766.765755004836,4930.0,7.776737370735655,836.7657550048361,14.510139488128635,Riesgo Medio,1,2.478722552154994
155500,GROCERY I,A,1058259.0,626.9306872037914,1133.9976081517032,5522.512418578243,4846.0,7.7297221190653715,676.5124185782433,12.250084151959403,Riesgo Medio,1,2.0695000655078415
1463885,BEVERAGES,A,1053291.0,623.9875592417062,2406.394286573306,6774.307201265249,8720.0,13.97463758828282,0.0,0.0,Sin Riesgo,0,0.0
264299,CLEANING,A,1045671.0,619.4733412322275,5162.852319627531,9499.165708253124,8752.0,14.128130167136698,747.1657082531237,7.865592949957348,Riesgo Bajo,1,1.3129885326888104
