date,family,forecast,lower_ci,upper_ci
2017-08-24,BEVERAGES,179600.24196734137,152660.20567224018,206540.27826244256
2017-08-25,BEVERAGES,179718.91793352136,152761.08024349317,206676.75562354954
2017-08-26,BEVERAGES,179399.02699274576,152489.1729438339,206308.88104165762
2017-08-27,BEVERAGES,179179.41378453383,152302.50171685376,206056.3258522139
2017-08-28,BEVERAGES,178956.62482310328,152113.1310996378,205800.11854656876
2017-08-29,BEVERAGES,179143.13261178375,152271.6627200162,206014.6025035513
2017-08-30,BEVERAGES,179298.7523232892,152403.93947479583,206193.56517178257
2017-08-31,BEVERAGES,179328.01577661693,152428.8134101244,206227.21814310947
2017-09-01,BEVERAGES,179289.12632079917,152395.7573726793,206182.49526891904
2017-09-02,BEVERAGES,179227.7275189817,152343.56839113447,206111.88664682893
2017-09-03,BEVERAGES,179203.25616558685,152322.76774074882,206083.74459042487
2017-09-04,BEVERAGES,179206.66222002296,152325.66288701954,206087.66155302638
2017-09-05,BEVERAGES,179242.38184815433,152356.0245709312,206128.73912537747
2017-09-06,BEVERAGES,179256.56031049302,152368.0762639191,206145.04435706694
2017-09-07,BEVERAGES,179250.53288009358,152362.95294807956,206138.1128121076
2017-09-08,BEVERAGES,179239.46389487598,152353.5443106446,206125.38347910738
2017-09-09,BEVERAGES,179232.36926260122,152347.51387321105,206117.2246519914
2017-09-10,BEVERAGES,179233.03236883256,152348.07751350768,206117.98722415743
2017-09-11,BEVERAGES,179237.28611215338,152351.6931953304,206122.87902897637
2017-09-12,BEVERAGES,179241.6609538863,152355.41181080337,206127.91009696925
2017-09-13,BEVERAGES,179241.55796899088,152355.32427364227,206127.7916643395
2017-09-14,BEVERAGES,179239.41477734773,152353.50256074558,206125.3269939499
2017-08-16,PRODUCE,118688.18342857144,100884.95591428573,136491.41094285715
2017-08-17,PRODUCE,115099.90720408164,97834.92112346941,132364.89328469388
2017-08-18,PRODUCE,118657.85051895045,100859.1729411079,136456.52809679302
2017-08-19,PRODUCE,118646.38016451479,100849.42313983759,136443.337189192
2017-08-20,PRODUCE,119626.09861658832,101682.18382410008,137570.01340907655
2017-08-21,PRODUCE,118726.42670467237,100917.46269897152,136535.3907103732
2017-08-22,PRODUCE,119221.97394819699,101338.67785596746,137105.27004042652
2017-08-23,PRODUCE,118380.974369368,100623.82821396281,136138.1205247732
2017-08-24,PRODUCE,118337.08736091037,100586.52425677383,136087.65046504693
2017-08-25,PRODUCE,118799.54166902877,100979.61041867446,136619.4729193831
2017-08-26,PRODUCE,118819.78326189709,100996.81577261254,136642.75075118165
2017-08-27,PRODUCE,118844.55513295169,101017.87186300894,136671.23840289444
2017-08-28,PRODUCE,118732.90606386075,100922.97015428165,136542.84197343985
2017-08-29,PRODUCE,118733.83168660196,100923.75693361167,136543.90643959225
2017-08-30,PRODUCE,118664.09707780265,100864.48251613227,136463.71163947304
2017-08-31,PRODUCE,118704.54317900761,100898.86170215649,136510.22465585874
2017-09-01,PRODUCE,118757.03686730722,100943.48133721115,136570.5923974033
2017-09-02,PRODUCE,118750.96475277557,100938.32003985925,136563.6094656919
2017-09-03,PRODUCE,118741.13353718679,100929.96350660878,136552.3035677648
2017-09-04,PRODUCE,118726.35902350608,100917.40516998018,136535.31287703197
2017-09-05,PRODUCE,118725.42373202683,100916.61017222282,136534.23729183085
2017-09-06,PRODUCE,118724.22259565897,100915.58920631013,136532.8559850078
2017-09-07,PRODUCE,118732.81195535274,100922.89016204984,136542.73374865565
2017-09-08,PRODUCE,118736.85035197347,100926.32279917746,136547.37790476947
2017-09-09,PRODUCE,118733.96656406864,100923.87157945835,136544.06154867893
2017-09-10,PRODUCE,118731.53825139622,100921.8075136868,136541.26898910565
2017-09-11,PRODUCE,118730.16749628329,100920.6423718408,136539.69262072578
2017-09-12,PRODUCE,118730.7115638229,100921.10482924948,136540.31829839633
2017-09-13,PRODUCE,118731.46696836517,100921.7469231104,136541.18701361993
2017-09-14,PRODUCE,118732.50187875178,100922.62659693902,136542.37716056453
2017-08-16,CLEANING,55010.0,46758.50000000001,63261.49999999999
2017-08-17,CLEANING,55585.0,47247.25000000001,63922.74999999999
2017-08-18,CLEANING,57067.857142857145,48507.67857142858,65628.03571428571
2017-08-19,CLEANING,57265.83673469388,48675.96122448981,65855.71224489796
2017-08-20,CLEANING,57170.241982507294,48594.70568513121,65745.77827988338
2017-08-21,CLEANING,56514.99083715119,48037.742211578516,64992.23946272387
2017-08-22,CLEANING,56726.84667102993,48217.81967037545,65235.873671684414
2017-08-23,CLEANING,56477.253338319926,48005.66533757194,64948.84133906791
2017-08-24,CLEANING,56686.86095807992,48183.831814367935,65189.8901017919
2017-08-25,CLEANING,56844.26966637705,48317.62921642049,65370.9101163336
2017-08-26,CLEANING,56812.32859830846,48290.47930856219,65334.17788805472
2017-08-27,CLEANING,56747.54172168196,48235.410463429675,65259.67297993425
2017-08-28,CLEANING,56687.155970135485,48184.08257461517,65190.2293656558
2017-08-29,CLEANING,56711.750989133245,48204.988340763266,65218.51363750322
2017-08-30,CLEANING,56709.594463148,48203.15529367581,65216.033632620194
2017-08-31,CLEANING,56742.78605240916,48231.36814454779,65254.203960270526
2017-09-01,CLEANING,56750.77535159905,48238.1590488592,65263.3916543389
2017-09-02,CLEANING,56737.41902091647,48226.80616777901,65248.03187405394
2017-09-03,CLEANING,56726.71765271762,48217.71000480998,65235.72530062526
2017-09-04,CLEANING,56723.742785722716,48215.181367864316,65232.304203581116
2017-09-05,CLEANING,56728.96947366374,48219.624052614185,65238.314894713294
2017-09-06,CLEANING,56731.42925716811,48221.7148685929,65241.143645743316
2017-09-07,CLEANING,56734.54851345669,48224.366236438196,65244.73079047519
2017-09-08,CLEANING,56733.37172217777,48223.36596385111,65243.37748050443
2017-09-09,CLEANING,56730.88548940331,48221.25266599282,65240.518312813794
2017-09-10,CLEANING,56729.95212775857,48220.45930859479,65239.444946922355
2017-09-11,CLEANING,56730.41419562156,48220.852066278334,65239.97632496479
2017-09-12,CLEANING,56731.36725417854,48221.66216605176,65241.07234230532
2017-09-13,CLEANING,56731.70979425208,48221.95332511427,65241.466263389884
2017-09-14,CLEANING,56731.74987097836,48221.98739033161,65241.51235162511
2017-08-16,DAIRY,42664.857142857145,36265.12857142858,49064.58571428571
2017-08-17,DAIRY,42706.40816326531,36300.446938775516,49112.369387755105
2017-08-18,DAIRY,43857.609329446066,37278.96793002916,50436.25072886297
2017-08-19,DAIRY,43707.41066222407,37151.299062890466,50263.52226155768
2017-08-20,DAIRY,43829.32647111323,37254.92750044625,50403.72544178021
2017-08-21,DAIRY,42931.80168127226,36492.03142908143,49371.5719334631
2017-08-22,DAIRY,42914.9162071683,36477.67877609306,49352.153638243544
2017-08-23,DAIRY,43230.33280819235,36745.7828869635,49714.882729421195
2017-08-24,DAIRY,43311.11504609737,36814.44778918277,49807.782303011976
2017-08-25,DAIRY,43397.50174364481,36887.876482098094,49907.12700519153
2017-08-26,DAIRY,43331.77208853034,36832.006275250795,49831.53790180989
2017-08-27,DAIRY,43278.109435145525,36786.3930198737,49769.82585041735
2017-08-28,DAIRY,43199.364144292995,36719.45952264905,49679.26876593694
2017-08-29,DAIRY,43237.58735329595,36751.949250301564,49723.22545629034
2017-08-30,DAIRY,43283.68323131419,36791.13074661707,49776.23571601132
2017-08-31,DAIRY,43291.3047203316,36797.609012281864,49785.00042838134
2017-09-01,DAIRY,43288.47467379364,36795.20347272459,49781.74587486268
2017-09-02,DAIRY,43272.8993781006,36781.964471385516,49763.83428481568
2017-09-03,DAIRY,43264.48899089636,36774.81564226191,49754.16233953081
2017-09-04,DAIRY,43262.543213146484,36773.161731174514,49751.924695118454
2017-09-05,DAIRY,43271.56879441126,36780.83347524957,49762.30411357294
2017-09-06,DAIRY,43276.42328599916,36784.95979309929,49767.88677889903
2017-09-07,DAIRY,43275.38615095416,36784.07822831104,49766.69407359728
2017-09-08,DAIRY,43273.11206961452,36782.14525917235,49764.078880056695
2017-09-09,DAIRY,43270.917411874645,36780.27980009345,49761.55502365584
2017-09-10,DAIRY,43270.63427384237,36780.03913276602,49761.22941491872
2017-09-11,DAIRY,43271.51217140608,36780.78534569517,49762.23899711699
2017-09-12,DAIRY,43272.79345115746,36781.87443348384,49763.71246883107
2017-09-13,DAIRY,43272.9684021212,36782.02314180302,49763.91366243938
2017-09-14,DAIRY,43272.47484728149,36781.60362018927,49763.34607437371
