item_nbr,familia,clase_abc,demanda_promedio_diaria,std_demanda,cv,ventas_totales,dias_con_venta,lead_time,stock_seguridad,punto_pedido,stock_actual,dias_cobertura
457928,POULTRY,A,1318.3946877962087,613.5321470287254,46.536303028821244,2225450.2330000005,1915,7,2678.3682459295133,11907.131060502976,12499.0,9.480469024714424
220435,GROCERY I,A,1284.1439573459716,571.5881406569235,44.51121989767128,2167635.0,1930,7,2495.2621196778446,11484.269821099646,11582.0,9.019238017470654
1464086,BEVERAGES,A,1264.6350710900474,763.4588805983764,60.369896268993706,2134704.0,1206,7,3332.8718515736477,12185.317349203979,9521.0,7.528654089747337
582864,MEATS,A,1264.6248808649277,488.85216948014477,38.655903175477555,2134686.798899998,1925,7,2134.079092726123,10986.453258780617,9801.0,7.750124284520405
1473410,PRODUCE,A,1253.0939851303303,733.0005933224679,58.49526069237583,2115222.6468999977,1198,7,3199.90651331017,11971.564409222483,11243.0,8.972192136753934
1047690,BEVERAGES,A,1252.074644549763,631.6097704695106,50.44505718719613,2113502.0,1916,7,2757.285924196506,11521.808436044848,9094.0,7.263145244243914
159156,POULTRY,A,1248.5998840047378,612.9207090064837,49.088640553178045,2107636.604199997,1925,7,2675.6990195636954,11415.89820759686,14958.0,11.979818508411173
1503847,PRODUCE,A,1228.7385285545013,768.6658631096889,62.55731754533278,2074110.636199998,1198,7,3355.6028799035394,11956.772579785049,10185.0,8.28898888031266
315176,BEVERAGES,A,1211.6409952606634,633.4399972873616,52.279511816211546,2045250.0,1928,7,2765.27576045125,11246.762727275895,9910.0,8.178990343478793
273528,PERSONAL CARE,A,1209.1409952606634,580.5158022373727,48.01059632522232,2041030.0,1930,7,2534.2357340243484,10998.222700848994,13597.0,11.245173270358594
414750,GROCERY I,A,1172.0029620853081,627.1255156995638,53.50886780898054,1978341.0,1927,7,2737.7099563508946,10941.730690948052,9240.0,7.883939118685808
215352,GROCERY I,A,1167.428317535545,509.04135184270865,43.60364950863116,1970619.0,1928,7,2222.2147596394975,10394.212982388312,10681.0,9.149169880123962
968432,BEVERAGES,A,1151.3513033175354,665.6714966638109,57.816540854709295,1943481.0,1728,7,2905.9820378104,10965.441161033148,13666.0,11.86953101162296
1463855,BEVERAGES,A,1149.26836492891,817.1485259509444,71.10162873068299,1939965.0,1206,7,3567.2534433841947,11612.131997886565,13128.0,11.422919485660824
1642399,PRODUCE,A,1148.1446469194311,1062.8272568491182,92.56910788207507,1938068.1639999996,976,7,4639.761403602166,12676.773932038184,9228.0,8.037314832028787
1427659,DAIRY,A,1144.9863744075828,573.1281714792269,50.05545780191175,1932737.0,1299,7,2501.9851083137064,10516.889729166785,12546.0,10.957335633353116
414353,GROCERY I,A,1143.3370853080569,460.351212168275,40.26382228686648,1929953.0,1928,7,2009.6584581882387,10013.018055344637,11471.0,10.032911682305217
1463862,BEVERAGES,A,1139.9052132701422,711.650411494441,62.430665568487875,1924160.0,1208,7,3106.70251523127,11086.039008122265,12187.0,10.691239813736903
305080,GROCERY I,A,1121.9324644549763,543.6675904882219,48.45813876616274,1893822.0,1925,7,2373.375246523941,10226.902497708776,3730.0,3.3246207932952516
841842,GROCERY I,A,1120.3655213270142,1338.0946236926345,119.43375605737417,1891177.0,1929,7,5841.438248189392,13683.996897478492,9330.0,8.327639348405782
1158720,GROCERY I,A,1094.5254739336492,765.2766912504154,69.91858202258771,1847559.0,1682,7,3340.8074851848814,11002.485802720426,12719.0,11.620560967200507
257847,BEVERAGES,A,1082.0965639810427,682.961487042786,63.114652589798894,1826579.0,1915,7,2981.461312087621,10556.13725995492,10287.0,9.50654529587825
903286,POULTRY,A,1062.5390278436014,524.2300626821942,49.33748774820132,1793565.878999999,1914,7,2288.520919807465,9726.294114712675,12925.0,12.164259063717397
1036689,GROCERY I,A,1038.8649289099526,419.5259200156396,40.383105477998434,1753604.0,1926,7,1831.436067296479,9103.490569666148,8333.0,8.021254513561784
1693648,PRODUCE,A,1037.23537399289,660.0597034591705,63.63644357001028,1750853.3112999983,1198,7,2881.4838125832084,10142.131430533438,9455.0,9.115578042428789
464374,BEVERAGES,A,1027.8471563981043,485.58577442995033,47.24299438951544,1735006.0,1926,7,2119.819678898387,9314.749773685118,12721.0,12.376353741716168
1157329,GROCERY I,A,1024.3821090047393,1668.1323926172424,162.8427886385045,1729157.0,1749,7,7282.214716914029,14452.889479947204,20379.0,19.893943696263555
1146795,GROCERY I,A,1006.6155213270142,409.0580783191136,40.63697306990212,1699167.0,1847,7,1785.7388125736886,8832.047461862789,8219.0,8.164984371753924
1463881,BEVERAGES,A,1003.7677725118483,712.1394310329932,70.94663233218988,1694360.0,1207,7,3108.83732497195,10135.211732554888,11935.0,11.890200429660757
1473482,PRODUCE,A,996.4998023696681,596.5264071985356,59.862170145944916,1682091.6663999998,1198,7,2604.1298644847893,9579.628481072466,13673.0,13.72102630375412
1074327,BEVERAGES,A,989.1013033175356,584.3842162665388,59.082342153069774,1669603.0,1798,7,2551.12325548187,9474.832378704617,8310.0,8.40156612080836
1047685,BEVERAGES,A,983.6481042654028,453.17828967268616,46.0711801006442,1660398.0,1927,7,1978.3451391784051,8863.881869036224,8735.0,8.88020823922939
564287,BREAD/BAKERY,A,979.8341232227489,458.435949829375,46.787097832594796,1653960.0,1852,7,2001.2974002453461,8860.136262804588,12426.0,12.681738373358485
964752,GROCERY I,A,963.5758293838862,396.45906135774896,41.14456270776803,1626516.0,1925,7,1730.7379342616573,8475.76873994886,5140.0,5.334297357050285
621300,GROCERY I,A,950.6208530805687,381.30008520703797,40.11063758715183,1604648.0,1926,7,1664.5615805701755,8318.907552134157,7949.0,8.361903669839117
1584575,PRODUCE,A,940.6694312796209,744.8228489675,79.18008433146329,1587850.0,1195,7,3251.516448124934,9836.20246708228,4943.0,5.254768397518657
1473404,PRODUCE,A,938.710308056872,530.2235704270182,56.484259933672156,1584543.0,1196,7,2314.6855159141423,8885.657672312245,9119.0,9.714392099173073
1146496,FROZEN FOODS,A,932.7979857819905,706.9194900910587,75.784843113531,1574563.0,1842,7,3086.0497267471255,9615.63562722106,12424.0,13.319068211306883
265254,GROCERY I,A,929.1623222748815,389.50893923622067,41.92044058379168,1568426.0,1926,7,1700.3972479817546,8204.533503905925,12145.0,13.07091313201898
1047681,BEVERAGES,A,926.3714454976304,492.0477464377688,53.11559945303036,1563715.0,1927,7,2148.0293509027715,8632.629469386184,8428.0,9.097862462149433
222879,GROCERY I,A,916.7654028436019,445.21810053707696,48.56401639460975,1547500.0,1883,7,1943.595015789336,8360.95283569455,8450.0,9.21718901453958
1047790,BEVERAGES,A,908.593009478673,405.48700143255604,44.628012454686825,1533705.0,1924,7,1770.1493133387273,8130.300379689439,7377.0,8.119146772032432
507969,POULTRY,A,897.7500664099534,438.5894971929323,48.85429849610865,1515402.1121000014,1916,7,1914.6579164086443,8198.908381278317,9444.0,10.519631636192429
1751174,PRODUCE,A,875.9599012440751,590.5299990856813,67.41518627131057,1478620.3132999989,1197,7,2577.952606851456,8709.671915559982,4069.0,4.6451898017489555
587157,MEATS,A,867.6464954383897,339.35746807603783,39.112411547812805,1464587.2843000018,1895,7,1481.4615190348661,7554.9869871035935,7311.0,8.426242759507744
1686656,PRODUCE,A,861.3921800947867,498.4087380334564,57.86083848342018,1454030.0,1198,7,2175.798193961808,8205.543454625315,4871.0,5.654799419544301
116017,GROCERY I,A,856.6409952606635,389.94210576379174,45.519897824308295,1446010.0,1928,7,1702.2882319803348,7698.7751988049795,7463.0,8.711934218988803
987308,GROCERY I,A,852.6226303317535,509.9874050148608,59.81396539010768,1439227.0,1916,7,2226.3447449834193,8194.703157305694,10925.0,12.813406085349984
1037857,BEVERAGES,A,852.3939573459716,378.9268907358386,44.454431835212894,1438841.0,1924,7,1654.2014246372569,7620.959126059057,7969.0,9.3489635060441
1502392,PRODUCE,A,849.8803885663517,532.4621552343926,62.65142276463088,1434598.0959000017,1198,7,2324.4580347510587,8273.62075471552,10281.0,12.096996398920133
219150,BEVERAGES,A,844.6913507109005,660.0005350631166,78.13511225226276,1425839.0,1875,7,2881.2255135618434,8794.064968538147,10333.0,12.232870611618843
1463867,BEVERAGES,A,835.0568720379147,596.0291902962518,71.37587992559983,1409576.0,1204,7,2601.959269237473,8447.357373502877,6768.0,8.10483719927127
1305845,DELI,A,831.4087677725119,424.9802941486856,51.11568588424697,1403418.0,1348,7,1855.2470811938254,7675.108455601408,7142.0,8.590238973705624
839363,BEVERAGES,A,823.877962085308,571.3103765877204,69.34405371660668,1390706.0,1928,7,2494.0495435049143,8261.19527810207,5407.0,6.562865192211726
1157564,GROCERY I,A,813.8400473933649,343.7325229008577,42.23588210014892,1373762.0,1765,7,1500.5607756487982,7197.441107402352,5842.0,7.178314729916827
510054,GROCERY I,A,813.6232227488151,605.6640610821764,74.44036061752865,1373396.0,1928,7,2644.0201980602396,8339.382757301944,7994.0,9.825186617698028
1473393,PRODUCE,A,813.6158580568723,462.6996718356188,56.86954933998789,1373383.5684000005,1198,7,2019.910634590603,7715.221640988709,7114.0,8.74368404887055
1066900,BEVERAGES,A,804.8744075829384,503.49246407068597,62.55540731909824,1358628.0,1725,7,2197.9911474281616,7832.1120005087305,8386.0,10.419016831686083
1309297,BEVERAGES,A,801.0817535545024,727.0571624456289,90.75942114766478,1352226.0,1301,7,3173.960527253049,8781.532802134567,7871.0,9.825464086624573
518091,BEVERAGES,A,795.6090047393365,520.2059354237908,65.38462138123043,1342988.0,1508,7,2270.9536338572757,7840.216667032631,6895.0,8.666317197175255
1473428,PRODUCE,A,795.4396444312795,505.45693744632615,63.544348208557786,1342702.1197999998,1198,7,2206.5670356432615,7774.644546662217,10994.0,13.821287481667387
581078,CLEANING,A,794.4419431279621,274.26954216090087,34.523547571143766,1341018.0,1931,7,1197.320851249526,6758.41445314526,6975.0,8.779747922846674
862454,GROCERY I,A,793.1078199052133,381.8849210570976,48.15044202977822,1338766.0,1929,7,1667.1146754283127,7218.869414764806,8581.0,10.819462101666758
1333307,BREAD/BAKERY,A,788.7061611374407,381.12894111324664,48.32331226671256,1331336.0,1256,7,1663.8144527978018,7184.757580759887,6964.0,8.829650816923753
115611,GROCERY I,A,787.1854265402843,394.9429736556167,50.17153015540556,1328769.0,1902,7,1724.1194690694083,7234.417454851398,6065.0,7.704664994442225
1047772,BEVERAGES,A,786.5645734597157,372.31563248778184,47.33440140205477,1327721.0,1921,7,1625.3400450942452,7131.292059312255,8865.0,11.270530480424727
1473478,PRODUCE,A,784.253561255925,540.9562289771552,68.97721039492039,1323820.0114000014,1198,7,2361.5388258740277,7851.3137546655025,8200.0,10.455802058288771
410257,GROCERY I,A,780.5373222748815,407.5065230863187,52.20846094823987,1317547.0,1911,7,1778.9655142429508,7242.726770167122,10342.0,13.24984687453275
1114566,BEVERAGES,A,780.1451421800948,527.3465288836393,67.59595110853135,1316885.0,1894,7,2302.1258207957617,7763.141816056425,10449.0,13.393661557387318
1239897,POULTRY,A,775.8711623222737,316.42805378160745,40.78358226828551,1309670.521999998,1590,7,1381.3633979480028,6812.461534203919,5851.0,7.54120050355689
1105212,GROCERY I,A,774.1872037914692,352.97111372093815,45.59247582397558,1306828.0,1921,7,1540.8917483769162,6960.202174917201,7515.0,9.706954549489298
866927,DELI,A,762.7482227488151,303.28391061893774,39.76199505597719,1287519.0,1912,7,1323.9827768390035,6663.220336080709,5373.0,7.0442642011496535
1463866,BEVERAGES,A,758.7156398104265,526.6721337757715,69.41627483880079,1280712.0,1207,7,2299.181755923414,7610.1912345964,5313.0,7.00262354065551
305229,GROCERY I,A,757.7908767772511,273.0605710424987,36.03376332581046,1279151.0,1925,7,1192.0431003289655,6496.5792377697235,2576.0,3.3993547282533494
1473394,PRODUCE,A,754.0289710308074,434.7775811963484,57.66059367745231,1272800.9031000028,1198,7,1898.017036528355,7176.219833744007,9217.0,12.223668259589221
165594,GROCERY I,A,750.1830568720379,347.89898404459313,46.37521213758042,1266309.0,1927,7,1518.7494187041352,6770.030816808401,6479.0,8.63655869144103
323013,GROCERY I,A,749.6883886255924,420.2919942091082,56.062225397358986,1265474.0,1835,7,1834.7803562693541,7082.599076648501,6842.0,9.12645854438732
418235,BEVERAGES,A,749.2879146919431,272.86704761082933,36.416848885520054,1264798.0,1921,7,1191.198275788415,6436.213678632017,8512.0,11.360119165273822
315277,GROCERY I,A,748.199644549763,361.42954534673123,48.30656469560678,1262961.0,1926,7,1577.8169442066785,6815.21445605502,9504.0,12.702492000940648
988459,PREPARED FOODS,A,747.6557985781985,373.4448303133774,49.94876399321046,1262042.9879999992,1663,7,1630.2695465296545,6863.860136577045,8222.0,10.997039032714795
208384,EGGS,A,747.098933649289,318.1591117439818,42.58594108679793,1261103.0,1927,7,1388.9203135892458,6618.612849134269,3446.0,4.612508256661035
876663,GROCERY I,A,746.2754739336493,485.93695429418074,65.11495704565858,1259713.0,1926,7,2121.3527509656287,7345.281068501174,6969.0,9.338374693283312
1057033,GROCERY I,A,746.2689573459716,318.80187890261516,42.719434563699544,1259702.0,1867,7,1391.7263069761407,6615.609008397942,7113.0,9.531416160329982
1004550,"LIQUOR,WINE,BEER",A,741.6978672985782,631.2353078029245,85.10679828459236,1251986.0,1714,7,2755.651211296249,7947.536282386297,9869.0,13.30595709536688
1473403,PRODUCE,A,741.5696997037923,473.21614007675936,63.81276638807892,1251769.6531000014,1198,7,2065.820167991268,7256.808065917814,8359.0,11.272035525910598
1473479,PRODUCE,A,732.5733274881508,468.0199827440974,63.8871175324995,1236583.7767999985,1197,7,2043.1363968668772,7171.149689283933,8209.0,11.205704182743098
1625605,PRODUCE,A,732.4626606042655,556.327713545509,75.95304763884496,1236396.9711000002,1198,7,2428.642882866084,7555.881507095943,7892.0,10.774610672289118
939207,DAIRY,A,730.7310426540284,286.4216109508441,39.19658454779143,1233474.0,1922,7,1250.370581939206,6365.487880517406,5760.0,7.882517183175325
1239809,DAIRY,A,720.0479857819905,372.1492796439873,51.683955374144084,1215441.0,1592,7,1624.613833474207,6664.949733948141,6158.0,8.552207799473607
223136,GROCERY I,A,718.2186018957347,422.85003286591876,58.87483723615736,1212353.0,1898,7,1845.9474475838713,6873.477660854014,10089.0,14.047255213621774
759893,CLEANING,A,715.443720379147,329.9017878807741,46.11149395593881,1207669.0,1927,7,1440.1828448833824,6448.288887537411,6829.0,9.545125361336591
557256,EGGS,A,714.6161137440758,244.48938646020366,34.212688709082514,1206272.0,1928,7,1067.315889367961,6069.628685576492,5202.0,7.2794328310696095
115894,GROCERY I,A,713.2037914691944,329.8893794223483,46.25457455053327,1203888.0,1926,7,1440.1286758863878,6432.555216170748,9499.0,13.318773839426923
638977,GROCERY I,A,712.4934834123222,378.2957438776702,53.09462509971466,1202689.0,1894,7,1651.4461595519258,6638.900543438182,9275.0,13.01766292033934
885543,PREPARED FOODS,A,711.4733412322275,286.57595358839023,40.2792257953135,1200967.0,1766,7,1251.0443631280134,6231.357751753606,6088.0,8.556891238476993
903283,POULTRY,A,707.2969899289094,308.013025720382,43.54790563315426,1193917.318999999,1910,7,1344.627679930709,6295.706609433075,6433.0,9.09518927918325
1926217,PRODUCE,A,702.0681279620853,709.374442119522,101.04068449576893,1185091.0,816,7,3096.7667944511722,8011.243690185769,8102.0,11.540190584520513
311994,BREAD/BAKERY,A,701.5886101895735,259.3828566621199,36.970790701980334,1184281.574,1925,7,1132.333179584446,6043.45345091146,7779.0,11.08769425133351
452212,BREAD/BAKERY,A,697.1048578199052,291.69441514923085,41.84369279271171,1176713.0,1925,7,1273.388954163639,6153.122958902975,5341.0,7.661688109165107
457574,FROZEN FOODS,A,695.1307452606645,2838.666765948856,408.364438676122,1173380.6980000017,1857,7,12392.170424179703,17258.085641004356,25767.0,37.067846841298504
1463798,BEVERAGES,A,693.8649289099526,757.6970323170531,109.19949989508468,1171244.0,1222,7,3307.7185624602776,8164.773064829946,4989.0,7.190160205729976
1584576,PRODUCE,A,687.9425355450237,450.92848543300045,65.54740579832755,1161247.0,1198,7,1968.5236420257063,6784.121390840872,8945.0,13.002539511404551
1166474,BEVERAGES,A,686.3524881516588,726.1807000997283,105.80288009960108,1158563.0,1681,7,3170.134339941786,7974.601757003398,10301.0,15.008323241809034
2042947,BEVERAGES,A,685.5005924170616,3215.919891428842,469.13451673171744,1157125.0,273,7,14039.065043893816,18837.569190813247,18941.0,27.630902452198335
1463825,BEVERAGES,A,684.276066350711,463.0740455919613,67.67357041457923,1155058.0,1167,7,2021.544959354111,6811.477423809088,9312.0,13.608542601323915
1121616,DELI,A,681.151066350711,335.42814259586527,49.24430998734722,1149783.0,1698,7,1464.3080892676023,6232.3655537225795,8970.0,13.168884911326746
567623,GROCERY I,A,676.9531990521327,335.02815381418975,49.490593187726255,1142697.0,1929,7,1462.5619423757792,6201.234335740708,7138.0,10.544303520530814
1695845,PRODUCE,A,672.5598341232228,412.71182115524675,61.36432778405138,1135281.0,1198,7,1801.6891891570258,6509.608028019586,8169.0,12.146131222137955
828630,DELI,A,671.6617298578199,250.02525939469436,37.224877982495855,1133765.0,1913,7,1091.482685440582,5793.1147944453205,7862.0,11.705296953072287
1146801,GROCERY I,A,670.6492890995261,270.2864568626052,40.302205825867055,1132056.0,1846,7,1179.932733551947,5874.477757248629,6089.0,9.079261096624196
838216,DAIRY,A,669.0770142180095,247.73237324077087,37.02598773779586,1129402.0,1928,7,1081.4731146366048,5765.012214162671,4991.0,7.459529910519018
938566,GROCERY I,A,668.2263033175356,424.1437186656255,63.47306542108324,1127966.0,1923,7,1851.5950195699927,6529.179142792741,5388.0,8.063136654828249
1642400,PRODUCE,A,665.9895539099526,555.8654968574349,83.464596943602,1124190.367,972,7,2426.6250806921116,7088.55195806178,8363.0,12.557254015324613
1083196,DAIRY,A,665.0171800947867,228.3729756560507,34.34091366233577,1122549.0,1921,7,996.9598645936346,5652.080125257142,5755.0,8.653911766880556
1693656,PRODUCE,A,663.002962085308,453.62896842779156,68.42035320641953,1119149.0,1197,7,1980.312572625267,6621.333307222423,2135.0,3.220196774513492
1463823,BEVERAGES,A,657.7274881516588,514.6209027238764,78.24226780760836,1110244.0,1030,7,2246.5722313368497,6850.664648398461,7208.0,10.958945961428299
1464088,BEVERAGES,A,656.5082938388625,478.64570964856006,72.90779326636228,1108186.0,1201,7,2089.5228978328964,6685.080954704934,4100.0,6.2451610108772355
2042941,BEVERAGES,A,655.1451421800948,2483.8823987652704,379.13467395938784,1105885.0,276,7,10843.362936554731,15429.378931815394,14674.0,22.398090217337245
1696007,PRODUCE,A,647.360572511849,434.196105178957,67.07175623844618,1092744.6464000011,1197,7,1895.4786089850013,6427.002616567945,5526.0,8.53620105184712
1083152,DAIRY,A,644.1925355450237,223.25074489675217,34.6559037210621,1087397.0,1921,7,974.598819161102,5483.946567976268,3394.0,5.268611188002174
582863,MEATS,A,640.7974532582946,215.1477860705182,33.57500641997648,1081666.1011000013,1923,7,939.225436163384,5424.807608971446,6760.0,10.549355284773828
514327,PREPARED FOODS,A,638.832345971564,233.5265218832142,36.555212546111285,1078349.0,1730,7,1019.4576173774319,5491.28403917838,8144.0,12.748258680631224
1962621,BEVERAGES,A,636.2997630331754,1105.4786680500933,173.73551465434946,1074074.0,650,7,4825.955698323329,9280.054039555556,9522.0,14.964644894113441
1166475,BEVERAGES,A,636.0047393364929,442.9841715912791,69.65108028179459,1073576.0,1676,7,1933.8428220680055,6385.875997423455,6319.0,9.935460554259782
378685,DAIRY,A,633.9419431279621,304.47263781116453,48.02847344487921,1070094.0,1928,7,1329.1721531091016,5766.765755004836,4930.0,7.776737370735655
155500,GROCERY I,A,626.9306872037914,259.7641262780501,41.43426563415465,1058259.0,1893,7,1133.9976081517032,5522.512418578243,4846.0,7.7297221190653715
1463885,BEVERAGES,A,623.9875592417062,551.2312414406637,88.3401012210149,1053291.0,1208,7,2406.394286573306,6774.307201265249,8720.0,13.97463758828282
264299,CLEANING,A,619.4733412322275,1182.6513674015068,190.91239100766336,1045671.0,1921,7,5162.852319627531,9499.165708253124,8752.0,14.128130167136698
913364,CLEANING,A,617.2494075829384,284.5668316020292,46.10240659709221,1041917.0,1888,7,1242.2735618643328,5563.019414944902,5285.0,8.56217913710977
939661,GROCERY I,A,614.3921800947867,350.8115951036918,57.098968129700076,1037094.0,1921,7,1531.4643921757172,5832.209652839224,7583.0,12.342279484791158
168927,CLEANING,A,614.3116113744076,237.47285788607132,38.65674252107495,1036958.0,1925,7,1036.685306405642,5336.8665860264955,5315.0,8.651960831586237
1012473,CLEANING,A,612.2523696682465,282.84057260383145,46.196729750036035,1033482.0,1887,7,1234.737596051597,5520.504183729323,7268.0,11.870921796412516
261053,GROCERY I,A,611.6581753554502,342.5260439499773,55.999585675598404,1032479.0,1927,7,1495.2939042597932,5776.901131747945,7095.0,11.599616069673088
1463857,BEVERAGES,A,611.5331753554502,440.67595884241695,72.06084258409636,1032268.0,1207,7,1923.7663431722508,6204.498570660402,6040.0,9.876814935656245
514144,GROCERY I,A,610.7825829383886,375.0536743335161,61.405430477271615,1031001.0,1860,7,1637.292938469362,5912.771019038082,7867.0,12.88019701241803
582865,MEATS,A,608.9055193720379,206.08708065771629,33.84549393972535,1027832.5167,1921,7,899.6710203419844,5162.00965594625,1908.0,3.1334910578043593
215331,GROCERY I,A,606.3483412322275,293.394100453219,48.38705419016738,1023516.0,1930,7,1280.8089127889884,5525.247301414582,1793.0,2.9570461038225098
265279,BREAD/BAKERY,A,606.178317535545,255.8383161782413,42.20512492402691,1023229.0,1929,7,1116.8595247410797,5360.107747489895,6928.0,11.428980218504362
1109325,BEVERAGES,A,600.3560426540284,238.16281295307556,39.670261650106085,1013401.0,1924,7,1039.6972981187605,5242.1895966969605,4553.0,7.583833053253351
847863,GROCERY I,A,599.8702606635071,337.007128599752,56.18000269374809,1012581.0,1928,7,1471.2011363459962,5670.292960990546,6416.0,10.695646076708925
564534,GROCERY I,A,599.8400473933649,248.14310349785575,41.368212171923844,1012530.0,1927,7,1083.2661533282956,5282.146485081849,5212.0,8.688983042477755
671039,BEVERAGES,A,592.3193127962086,218.08306254098795,36.81849600876021,999835.0,1927,7,952.0393552540199,5098.27454482748,6276.0,10.595636279986197
819934,BEVERAGES,A,584.4905213270142,424.81214448991,72.68075853915064,986620.0,1499,7,1854.5130255965605,5945.94667488566,4945.0,8.460359611603252
913363,CLEANING,A,582.8862559241707,265.4287747524512,45.53697604888827,983912.0,1904,7,1158.7265725126833,5238.930363981878,6486.0,11.127385375927927
114790,GROCERY I,A,581.9081753554502,288.18757224249657,49.52457869602216,982261.0,1931,7,1258.0798677036262,5331.437095191778,7462.0,12.823329033729324
1161571,GROCERY I,A,580.324644549763,301.1376465777351,51.891238706804984,979588.0,1707,7,1314.6132833525141,5376.885795200855,4915.0,8.469397338472909
